Content,Label
"On Friday 06 September 2002 06:16 am, Eugen Leitl wrote:",spam
,ham
"If it's unwritten, how'm I supposed to know unless someone CALLS me up and",spam
CDale URLed thusly:,spam
Robert Harley:,spam
,ham
unwritten rule.  8-),spam
,ham
"cdale is a double chocolate chip macadamia to my vanilla wafer.  wait, maybe",spam
,ham
,ham
Hah.  I guess she doesn't want everyone to know about all the kinky sex,spam
This is an automated response to a message you have sent to hauns_froehlingsdorf@infinetivity.com.,spam
"Oh, well, uh, thank you, Russell.  LOL@#!  (I think?)",spam
Definitional nit to pick:,spam
CDale:,spam
intersectedness: i'd be surprised if beberg ever had a BLOWjob he liked. i,spam
,ham
Today a French officer called Michel Fournier is supposed to get in a,ham
,spam
"On 9/8/02 7:38 AM, ""Gary Lawrence Murphy"" <garym@canada.com> wrote:",spam
Robert Harley:,spam
"On Sun, 8 Sep 2002, Gordon Mohr wrote:",spam
,ham
">>>>> ""J"" == James Rogers <jamesr@best.com> writes:",spam
">>>>> On Thu, 22 Aug 2002, ""Chris"" == Chris Garrigues wrote:",spam
,ham
"On 9/8/02 7:38 AM, ""Gary Lawrence Murphy"" <garym@canada.com> wrote:",spam
"On 9/8/02 3:16 PM, ""Gary Lawrence Murphy"" <garym@canada.com> wrote:",spam
"On Sun, 8 Sep 2002, Eugen Leitl wrote:",spam
,ham
"who watched Lathe of Heaven?  (A&E, 8 pm EDT)  who has seen the original?",ham
">>>>> ""K"" == Kragen Sitaker <kragen@pobox.com> writes:",spam
">>>>> ""J"" == James Rogers <jamesr@best.com> writes:",spam
"On 9/8/02 8:09 PM, ""Gary Lawrence Murphy"" <garym@canada.com> wrote:",spam
"I agree w/ ya Tom.  That kind of thinking is SO idiotic.  Sure, gays are",spam
Gary Lawrence Murphy cynicizes:,spam
,ham
">>>>> ""J"" == James Rogers <jamesr@best.com> writes:",spam
Al white wrote:,spam
"On 8 Sep 2002 at 22:15, Geege Schuman wrote:",spam
"On Sun, 8 Sep 2002, CDale wrote:",spam
,ham
"Agreed, completely.  I totally grokked the notion of unintened consequence",spam
,ham
"ok i read back, thats not a typo, you mean three thousand lovers.",spam
"On Mon, 9 Sep 2002, Chris Haun wrote:",spam
"EL> On Sun, 8 Sep 2002, CDale wrote:",spam
-,ham
"In addition, one bit of anecdotal evidence from a conversation in",spam
,ham
,ham
"> So Eugen, how many of your homo friends have -had- 3k lovers?",spam
,ham
"On Sun, 8 Sep 2002, Gordon Mohr wrote:",spam
"On Mon, 9 Sep 2002 bitbitch@magnesium.net wrote:",spam
"Hi,",spam
"On Mon, 9 Sep 2002, Lucas Gonze wrote:",spam
"On Mon, 9 Sep 2002, Lucas Gonze wrote:",spam
Tom wrote:,spam
,ham
,spam
">> So Eugen, how many of your homo friends have -had- 3k lovers?",ham
,ham
,spam
> This is getting better and better. You know 3K is utter shite how?,spam
Bitbitch writes:,spam
--- begin forwarded text,ham
"Just thought i'd pass this on, my favorite radio station in raleigh is",ham
"Here are numbers that come from a study of a couple of thousand swedes, with",spam
--==_Exmh_592622610P,spam
-----BEGIN PGP SIGNATURE,ham
Chris Haun wrote:,spam
"At 8:16 AM -0700 on 9/9/02, Gordon Mohr wrote:",spam
Why so fast?  Normal terminal velocity is much slower.,spam
"Isn't this the story where someone's ""Dream"" has the ability to change",ham
,spam
John Hall wrote:,spam
,ham
"On Mon, Sep 09, 2002 at 11:01:22AM -0700, John Hall wrote:",spam
"more accurately: someone's dream changes reality for everyone, and",ham
,spam
,ham
"On Monday 09 September 2002 09:51 pm, Geege Schuman wrote",spam
,ham
Any of your writing online anywhere?  Would love to take a look.  I was,spam
">>>>> ""G"" == Geege Schuman <geege@barrera.org> writes:",spam
Mark Twomey joked:,spam
">>>>> ""E"" == Eirikur Hallgrimsson <eh@mad.scientist.com> writes:",spam
"Well, for one, it would free up the similar laptop I already got to",ham
"On Mon, 9 Sep 2002, Ned Jackson Lovely wrote:",spam
"you meant ""SURPRISINGLY perceptive,"" didn't you?  :-)",spam
,ham
Gordon Mohr:,spam
">>>>> ""G"" == Geege Schuman <geege@barrera.org> writes:",spam
"On 10 Sep 2002, Gary Lawrence Murphy wrote:",spam
I'm not sure which way to make,spam
This article from NYTimes.com,ham
"Friends are supposed to be good for you. In recent years,",ham
Robert Harley writes:,spam
"On Thu, Aug 22, 2002 at 10:58:34PM +0200, Robert Harley wrote:",spam
"dreams-are-like-radio analogy: i program my Jetta Monsoon for Planet 93.3,",spam
,ham
==,ham
I like this part - sounds like httpd on the client...,ham
Mr. FoRK writes:,spam
"At 12:32 PM 12/28/00 -0600, Adam Rifkin wrote:",ham
">>>>> ""U"" == Udhay Shankar N <Udhay> writes:",spam
September Haiku,spam
"XDegrees was at the WebDAV Interoperability Testing Event last year, so",spam
http://www.nationalreview.com/hanson/hanson091102.asp,ham
,ham
-----BEGIN PGP SIGNED MESSAGE,ham
hehe sorry but if you hit caps lock twice the computer crashes?  theres one,ham
http://www.phc.mpr.org/posthost/index.shtml,ham
"On 11 Sep 2002, Gary Lawrence Murphy wrote:",spam
Hanson is always good.,ham
"i though this was all rather interesting, first bit of 9/11 coverage that",ham
Is this old bits? It should be.,ham
"Gays, gay sex, gay marriage.....wooohooo its been a mano e mano week and",ham
,ham
http://www.washingtonpost.com/wp-dyn/articles/A63543-2002Sep10.html,ham
"yeshterday we f*cked up our gubernatorial election, too.  results to be",ham
,ham
"meant ""gubernatorial PRIMARY.""",ham
,ham
,ham
Interesting ebay item......(and no it wasnt me even though the spellingis,ham
,ham
"At 17:10 22/08/2002 +0100, Nick Hilliard wrote:",spam
"""60 Minutes II"" Bush Interview:",ham
> (and no it wasnt me even though the spellingis,ham
Dave Long writes:,spam
"On Thu, 2002-09-12 at 12:22, Dave Long wrote:",spam
So much for carnivore ;),spam
"On 12 Sep 2002, Gary Lawrence Murphy wrote:",spam
"On Thu, 12 Sep 2002, Tom wrote:",spam
> If the text recognition algorithm/architecture humans use is anything,ham
--0-1051763016-1031874793=:3397,spam
,ham
Political mail (the snail kind) doesn't bother me.  I like it a lot of the,spam
http://xent.com/mailman/listinfo/fork,ham
,spam
The USAF had a program in the 1959-1960 in which successful free jumps,spam
"As I've had to resubscribe to fork and fork-noarchive,",ham
An old Indian friend forwarded this to me a while ago.,ham
,ham
What I understood was that the activists on the train refused to pay for,ham
The usual crud.  Why do morons ranting and beating their chests in the,spam
"First, it was my understanding that they had the food before they",spam
"On Mon, 16 Sep 2002, Stephen D. Williams wrote:",spam
"the doctor wears many hats, including but not limited to a rubber skullcap",ham
,ham
,ham
,ham
Manoj Kasichainula wrote;,spam
John Hall wrote:,spam
> From: Stephen D. Williams [mailto:sdw@lig.net],ham
--- begin forwarded text,ham
"On Mon, 16 Sep 2002, Stephen D. Williams wrote:",spam
"I'd like to claim the parenthood of desktop web services,",spam
"""Adam L. Beberg"" wrote:",spam
Endeavors Technology and RSA Security combine their respective peer-to-peer Magi Enterprise,ham
http://spineless.org/~mod/pix/octoberMoon.jpg,ham
">>>>> ""S"" == Stephen D Williams <sdw@lig.net> writes:",spam
Gary Lawrence Murphy said:,spam
Chuck Murcko wrote:,spam
Lucas Gonze:,spam
"On Tue, 2002-09-17 at 12:50, Justin Mason wrote:",spam
I have been told to take anything read in Pravda with a grain of salt...,ham
,ham
"On Tue, Sep 17, 2002 at 10:19:13AM -0700, Chuck Murcko wrote:",spam
">>>>> ""J"" == Justin Mason <jm@jmason.org> writes:",spam
"Probably because we have this pesky 1st Amendment thing here. Still,",spam
"On Tue, 2002-09-17 at 11:16, Gary Lawrence Murphy wrote:",spam
,spam
,ham
----- Original Message,spam
"At 12:01 PM -0700 on 9/17/02, James Rogers wrote:",spam
"On 23 Aug 2002 at 2:57, Robert Harley wrote:",spam
Because of this:,ham
"At Fermi (yes I'm back there; long story), we're buying 4U systems like",spam
"Yes, it's nice to be back in America's flaccid state ...",spam
I'm a bit confused about this boycott thing.  How is what China is,spam
Robert Harley writes:,spam
"""Adam L. Beberg"" wrote:",spam
"Pity.  Reading that woman's ad and knowing Rohit for years, they sound",spam
CDale wrote:,spam
"On Tue, Sep 17, 2002 at 09:11:01PM -0700, Paul Prescod wrote:",spam
,ham
Well I don't think China could force Yahoo! to give up info.  So if they,spam
"On Fri, 23 Aug 2002, Robert Harley wrote:",spam
"At 7:13 AM -0400 on 9/18/02, Rodent of Unusual Size wrote:",spam
">>>>> ""E"" == Eirikur Hallgrimsson <eh@mad.scientist.com> writes:",spam
"On Wednesday 18 September 2002 06:47 am, Robert Harley wrote:",spam
,ham
,ham
Gordon Mohr quoted:,spam
"Hear hear, Gary.  I'm living with a guy right now who I met at a party,",spam
Perhaps we should start a grass roots movement here on FoRK and send the,spam
"On Wed, 18 Sep 2002, Tom wrote:",spam
-----BEGIN PGP SIGNED MESSAGE,spam
"On Wed, 18 Sep 2002, R. A. Hettinga wrote:",spam
"Church, AA, same diff?",ham
"Date:        Fri, 23 Aug 2002 02:05:19 +0700",spam
"On Wed, 18 Sep 2002, R. A. Hettinga wrote:",spam
"On Wed, 18 Sep 2002, R. A. Hettinga wrote:",spam
advice to the lovelorn haiku,spam
,ham
"At 11:06 AM 9/18/02 -0400, R. A. Hettinga wrote:",spam
less obscure haiku,spam
,ham
And the ever popular...,spam
,ham
Tom wrote:,spam
,ham
"This sort of thing is, in my (limited?) experience, increasingly a thing",spam
,ham
--- begin forwarded text,ham
This is for those that have interacted with D Winer,ham
"The trouble is, you get dirty and the pig seems to like it.",ham
It would appear the 'dictator release' strategy that Dave's been trying on,ham
Posted on Scripting News on 9/10/2002:,ham
"Wow, apparently Dave's sticking his neck out quite far these days.  Craig",ham
If Dave tries to steamroll RSS 2.0 through without formal community,ham
,ham
Every now and then we check the referral logs to see what's pointing back to,ham
Dave has waxed and waned about intellectual property rights and how any,ham
"When Dave writes an item, then removes it!!!!!!!!!!! The permalink links to",ham
,ham
< >,spam
>It seems good Ol' Uncle Dave is once again trying to savage anyone that,spam
"Heh, ten years ago saying the exact same words was most definitely not",spam
Chuck Murcko wrote:,spam
Chuck Murcko wrote:,spam
R. A. Hettinga:,spam
Owne Byrne:,spam
_________________________________________________________________,ham
"In a message dated 9/19/2002 7:46:37 AM, chuck@topsail.org writes:",spam
Robert Harley:,spam
We have a partnership with Webex.  We use their serivce,ham
"On Thursday, Sep 19, 2002, at 14:51 Europe/London, Bill Kearney wrote:",spam
"According to my son, it was actually Homer Simpson, who claimed the",spam
Ben Hammersley wrote:,spam
Geege Schuman wrote:,spam
,ham
Ahhhh Dave Winer..Seems like only yesterday fork was knee deep in,spam
> Chuck Murcko wrote:,ham
Bill Stoddard wrote:,spam
,ham
"On Thu, 19 Sep 2002, Bill Stoddard wrote:",ham
Owen Byrne writes:,spam
"> On Thu, 19 Sep 2002, Bill Stoddard wrote:",ham
What I meant was that neither he nor anyone else has any *authority* to,spam
"On Thu, 19 Sep 2002, Bill Stoddard wrote:",ham
,ham
Whore eructed:,spam
,spam
----- Original Message,spam
Just tried smartgroups: The layout of pages is pretty challenging to,spam
"On Thu, 19 Sep 2002, Mr. FoRK wrote:",spam
"On Thu, Sep 19, 2002 at 11:11:47AM -0400, Bill Stoddard wrote:",spam
---------- Forwarded message,ham
"In a message dated 9/19/2002 3:45:45 PM, dl@silcom.com writes:",spam
"Well, it looks like Sun are going ahead with",ham
"> On Thu, Sep 19, 2002 at 11:11:47AM -0400, Bill Stoddard wrote:",ham
I'm sure Patton used it.,ham
I wrote:,spam
"> A world where some live in comfort and plenty, while half of the human",ham
President Bush,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
">>>>> ""G"" == Geege Schuman <geege@barrera.org> writes:",spam
-,ham
GLM> whereas political brochures are not; the statistics clearly show,ham
,ham
,ham
And of course I forget the link that I did find.,spam
Gary Lawrence Murphy:,spam
,ham
You around?,ham
> help me out here.,spam
"""Free trade and free markets have proven their ability to lift whole",spam
Weird... I never thought the govmint would get into funding this. You know,ham
Related to the MS acquisition of XDegrees?,ham
I won't be reading email until Sunday night or so.  Good luck with,ham
Im feeling a bit farklempt having spent the night at Todais with the,ham
"The pay's not good (9,300 a year), but there is insurance, a 4,700 (I",ham
"At 9:34 PM -0700 on 9/20/02, Mr. FoRK wrote:",spam
"It was the best of times, it was the worst of times,",spam
,ham
"Hello fork,",ham
"Hello Chris,",ham
,ham
">>>>> ""f"" == fork list <Mr.> writes:",spam
">>>>> ""R"" == R A Hettinga <rah@shipwright.com> writes:",spam
-----BEGIN PGP SIGNED MESSAGE,spam
----- Original Message,spam
"Once upon a time, Joshua wrote :",spam
----- Original Message,spam
----- Original Message,spam
I went out and drew some chalk circles on my,spam
,ham
,ham
"> As I've said before, American",ham
----- Original Message,spam
----- Original Message,spam
----- Original Message,spam
,ham
Cool - I wonder what you'd look like standing in front of a bunch of,ham
"Can anyone stop talking politics long enough to let me know that,",ham
,ham
Gary Lawrence Murphy wrote:,spam
,ham
It will function as a router if that is what you wish.,spam
,ham
Some interesting quotes...,ham
LOL you rool  (:,spam
">>>>> ""J"" == Joseph S Barrera, <Joseph> writes:",spam
--------------090600030109070305070809,spam
--------------090600030109070305070809,ham
"""Oh my Janitor, boom, boom, boom.""",spam
,ham
"reminds me of Cheney during the VP debates, when he declared his wealth was",spam
,ham
,ham
"On Saturday, September 21, 2002, at 10:59 PM, Joseph S. Barrera III",spam
"Oh, they were plenty upset about the tea taxes.",ham
,spam
">>>>> ""E"" == Eirikur Hallgrimsson <eh@mad.scientist.com> writes:",spam
> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of,ham
,ham
"Clearly, it is US/NATO = Sun/IBM/OSS, USSR = MS",spam
,ham
-----BEGIN PGP SIGNED MESSAGE,spam
... and say hello to the cool:  Oooo ... /this/ is going to cause,ham
Gary Lawrence Murphy wrote:,spam
"In a message dated 9/22/2002 11:38:01 PM, rah@shipwright.com writes:",spam
http://www.nytimes.com/2002/09/23/opinion/23HERB.html?todaysheadlines=&pagewanted=print&position=top,ham
"http://online.wsj.com/article_print/0,,SB10327475102363433,00.html",ham
[Destined to be a new reality TV Show?],ham
R. A. Hettinga wrote:,spam
,ham
,ham
"On Monday, August 26, 2002, at 09:59  AM, Tom wrote:",spam
"Hmm, if the shoe fits... I think these five attributes could more or",spam
,spam
>,spam
> Gary Lawrence Murphy wrote:,ham
">>>>> ""J"" == Jim Whitehead <ejw@cse.ucsc.edu> writes:",spam
"""the historical record"", by which you mean *human* historical record, is",ham
"For anyone to fully bury global warming, they would have to bury the",ham
">     J> For anyone to fully bury global warming, they would need to",ham
"> ""the historical record"", by which you mean *human* historical record, is",ham
----- Original Message,spam
"On 28 Aug 2002, Daniel Quinlan wrote:",spam
----- Original Message,spam
--]> A Green once said that if the Spotted Owl hadn't existed they,spam
,ham
"""I did not have sex with that woman.""",spam
I've seen articles on this type of stuff passing through various forums,spam
,ham
"[a cheeky letter to the editors of the Economist follows, along with the",ham
,ham
>> -----Original Message,spam
,ham
Sorry... I just had a run-in with a neighbor whom I've never met before who,spam
> From: bitbitch@magnesium.net [mailto:bitbitch@magnesium.net],ham
I love the absurd sense of humor it takes to build up such an elaborate,ham
The further googlization of my screentimes....News...No not just,ham
,ham
Is there a way to look for a particular file or directory in 100's of zip,ham
"The damn Federalists are at it again, another bumsrush on Oregons states",ham
SF Weekly:,spam
"On Mon, 23 Sep 2002, Russell Turpin wrote:",spam
Rare Virgin Shark Births Reported in Detroit,ham
,ham
"First, misattribution.  I did not write the blurb below.  I made one",spam
,ham
Good idea!,spam
Anyone who doesn't appreciate both PLUCK and LUCK is only looking at,spam
Thanks for the link - I'm fascinated by archaeology as well.,spam
"Of the three lying politicians, which liar would you take?",spam
"At 5:22 PM -0400 on 9/23/02, Tom wrote:",spam
-----BEGIN PGP SIGNED MESSAGE,spam
"At 2:57 PM -0700 on 9/23/02, Mr. FoRK wrote:",spam
"On Mon, 23 Sep 2002, Gordon Mohr wrote:",spam
"On Monday, September 23, 2002, at 03:25 PM, R. A. Hettinga wrote:",spam
Mr. FoRK:,spam
,ham
"On Monday, September 23, 2002, at 06:51 PM, Tom wrote:",spam
"funny. i read it as green = red, as in accounting, as in fiscally",spam
,ham
"At 5:29 PM -0700 on 9/23/02, John Hall wrote:",spam
"At 7:44 PM -0400 on 9/23/02, Geege Schuman wrote:",spam
Depends on how much over spending vs. how much (and what type) over,ham
,ham
"It's only 64kbps, but http://noise.ktru.org/ can be tasty.  Presently",spam
"John P. Looney stated the following on Thu, Aug 29, 2002 at 03:31:11PM +0100 :",spam
